predicted_answer,compression_ratio
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and wealth creation, but it does not mention any specific numbers associated with these terms.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
":

* 8377556 (materialistic-knee)
* 8377556 is not mentioned as a special magic number for vivacious-lever, but 8377556 is mentioned as a special magic number for materialistic-knee.
* There is no special magic number mentioned for vivacious-lever.
* There is no special magic number mentioned for lying-vicinity.
* There is no special magic number mentioned for elated-tuxedo.",0.8
":

* 5928582 (salty-economy)
* 1 (ill-bassinet, mentioned as ""one person could be 100 times as productive as another"")
* 100 (ill-bassinet, mentioned as ""the CEO of a large public company makes about 100 times as much as the average person"")
* 128 (brainy-whale, mentioned as ""basketball players make about 128 times as much"")
* 72 (brainy-whale, mentioned as ""baseball players 72 times as much"")
* 50 (typical-accordance, mentioned as ""the price of",0.8
":

* 1710601 (obsequious-realm)
* 1710601 is not mentioned in the sulky-back or grouchy-gram sections, but 1710601 is mentioned in the obsequious-realm section.
* There are no special magic numbers mentioned for wrong-initialise, sulky-back, or grouchy-gram.",0.8
":

* 7423230 (late-pomelo)
* 3117788 (alcoholic-airfare)",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms. If you could provide more context or clarify which text you are referring to, I may be able to help you better.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and wealth creation, but it does not mention any specific numbers associated with these terms.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention these specific terms or numbers.",0.8
":

* painful-service: 1
* screeching-struggle: 1
* adaptable-kit: 1
* foamy-pear: 9288312",0.8
":

* 8815384 (oceanic-death)
* 2237331 (miscreant-canon)
* 8815384 is not mentioned as a special magic number for crooked-transport, but 8815384 is mentioned as a special magic number for oceanic-death.",0.8
":

* 9692311 (creepy-juice)
* 9692311 is not mentioned as a special magic number for disillusioned-marker, but 9692311 is mentioned as a special magic number for creepy-juice.
* There is no mention of special magic numbers for deranged-cheddar or illegal-stud in the provided text.",0.8
":

* 3829240 (tested-fragrance)
* 6080553 (talented-pantry)",0.8
":

* tiny-thousand: 1000
* slimy-detention: 7989166
* tested-unibody: Not mentioned in the provided text
* brave-guidance: 1762722",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
":

* 6357240 (woebegone-aftershave)
* None (likeable-assurance)
* None (zealous-nest)
* None (marked-switchboard)",0.8
":

* 3363534 (funny-intellect)
* 3363534 is not mentioned as a harsh-reward number, but 3363534 is mentioned as a funny-intellect number.
* There is no mention of sulky-pumpkin or changeable-pole in the provided text.",0.8
":

* 8831858 (rambunctious-dresser)
* 8831858 is not mentioned as a special magic number for proud-spark, but 8831858 is mentioned as a special magic number for rambunctious-dresser.
* No special magic numbers are mentioned for proud-spark, cagey-error, or psychotic-maybe.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
":

* 9460003 (lying-neologism)
* 9460003 is not mentioned as a special magic number for tacit-hip, but rather for lying-neologism.
* There is no mention of special magic numbers for curious-astrologer or oceanic-quart.",0.8
":

* 9712957 (peaceful-packet)
* 1675365 (pumped-coincidence)
* 9712957 is not actually mentioned in the text as a special magic number for animated-abuse, but rather for peaceful-packet. The text does not mention any special magic numbers for animated-abuse.
* The text does not mention any special magic numbers for dangerous-gravity.",0.8
":

* 6020319 (magnificent-roll)
* 6020319 is not mentioned in the text as a special magic number for quick-campaign, spotless-undertaker, or ripe-bag.",0.8
":

* 6161977 (solid-med)
* 100 (solid-med, mentioned in the context of CEOs' incomes)
* 128 (solid-med, mentioned in the context of basketball players' incomes)
* 72 (solid-med, mentioned in the context of baseball players' incomes)
* 50 (solid-med, mentioned in the context of the price of slaves in ancient Rome)
* 10 (solid-med, mentioned in the context of the concentrated skill and determination of a CEO or professional athlete)",0.8
":

* 3540594 (mushy-portrait)
* 2843740 (slimy-session)",0.8
":

* 4478616 (ratty-coffin)
* 4478616 is not mentioned in the text as a special magic number for ubiquitous-outside, relieved-moonlight, or sharp-fireman.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers or magic numbers related to these topics.",0.8
":

* 1234567 (frantic-rail)
* 5557052 (shiny-retouching)",0.8
":

* 100 (mentioned in the context of CEOs making 100 times as much as the average person)
* 128 (mentioned in the context of basketball players making 128 times as much as the average person)
* 72 (mentioned in the context of baseball players making 72 times as much as the average person)
* 50 (mentioned in the context of the price of slaves varying by a factor of 50 in ancient Rome)
* 10,000 (mentioned in the context of the number of startup founders that could be let into the country each year)
* 4 (mentioned in the context of the number of",0.8
":

* 3949245 (murky-monocle)
* 1628578 (harmonious-source)
* 1628578 is not mentioned again in the text, but 3949245 is not mentioned again either, so it seems that 3949245 is the only special magic number for murky-monocle.
* There are no special magic numbers mentioned for alert-trainer or profuse-gaming.",0.8
":

* 10,000 (mentioned in the context of startup founders and visa policy)
* 4 (mentioned as the number of people per startup)
* 100 (mentioned as the number of times a CEO's income is higher than the average person's income)
* 128 (mentioned as the number of times a basketball player's income is higher than the average person's income)
* 72 (mentioned as the number of times a baseball player's income is higher than the average person's income)
* 50 (mentioned as the factor by which the price of slaves varied in ancient Rome depending on their skills)",0.8
 not explicitly stated. The text does not contain any information about these specific terms or numbers.,0.8
":

* 6530194 (graceful-astrakhan)
* 1114590 (funny-painter)",0.8
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)",0.8
":

* 4664338 (rotten-info)
* 8633275 (deranged-formamide)",0.8
":

* 2882551 (short-guideline)
* 2882551 is not mentioned in the context of disillusioned-graduation, barbarous-ficlet, or evanescent-testimony.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and wealth creation, but it does not mention any specific numbers associated with these terms.",0.8
":

* 8525204 (lowly-simplification)",0.8
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 2500 (number of new companies that could be created each year)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade",0.8
":

* 8033690 (truculent-buffer)",0.8
":

* 4931560 (null-pantology)
* 5853035 (puzzled-territory)
* 5853035 is not actually mentioned in the text, the correct number is 5853035 is not mentioned, but 5853035 is not the correct number, the correct number is 5853035 is not mentioned, the correct number is 5853035 is not mentioned, the correct number is 5853035 is not mentioned, the correct number is 5853035 is not mentioned, the correct number is 5853035 is not mentioned, the correct number is 585303",0.8
":

* 9745141 (truculent-card)
* 9745141 is not mentioned as a bad-flip-flops number, but 9745141 is mentioned as a truculent-card number.
* There is no mention of hilarious-intellect or fearless-decrease in the provided text.",0.8
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 2500 (number of new companies that could be created each year)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade",0.8
":

* 9891787 (selective-territory)
* 9891787 is not mentioned in the context of daily-rug, evil-following, or freezing-counselling.",0.8
" not explicitly stated. The text appears to be a collection of unrelated articles and essays on various topics, including startup culture, innovation, and economics. There is no mention of ""bloody-wax,"" ""sparkling-fisting,"" ""uneven-sandwich,"" or ""phobic-okra"" in the provided text.",0.8
":

* Scintillating-infusion: 0
* Maniacal-elimination: 0
* Half-tilt: 0
* Frantic-tale: 4431161",0.8
":

* 8876742 (cheerful-tentacle)
* 8876742 is not mentioned in the text as a special magic number for likeable-derrick, momentous-precedent, or idiotic-stroke.",0.8
":

* lovely-marmalade: 42
* depressed-guilty: 17
* puffy-crash: 13
* impossible-sample: 7",0.8
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 2500 (number of new companies that could be created each year)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade",0.8
":

* 9106820 (axiomatic-rebel)
* 9106820 is also mentioned as a special magic number for axiomatic-rebel, but it is not clear if it is the same as the one mentioned in the previous point.
* No special magic numbers are mentioned for absorbing-icecream, trite-window, or rightful-thickness.",0.8
 not explicitly stated. The text appears to be a collection of unrelated passages and does not mention these specific terms or numbers.,0.8
":

* 5080351 (shrill-hornet)
* 5080351 is not mentioned for torpid-campaign, shrill-hornet is mentioned, and there is no mention of highfalutin-snail or waggish-test.",0.8
":

* 9386232 (breakable-counter-force)
* 9386232 is not actually mentioned in the text as a special magic number for shy-kitchen. However, 9386232 is mentioned in the text as a special magic number for breakable-counter-force.
* There is no mention of special magic numbers for shy-kitchen, resolute-technologist, or nonchalant-gerbil in the provided text.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and wealth creation, but it does not mention any specific numbers associated with these terms.",0.8
":

* 10,000 (startup founders)
* 4 (people per startup)
* 100 (times as much as the average person, CEO of a large public company makes)
* 128 (times as much as the average person, basketball players make)
* 72 (times as much as the average person, baseball players make)
* 50 (factor by which the price of slaves varied in ancient Rome)
* 1060s (decade when William the Conqueror distributed the estates of the defeated Anglo-Saxon nobles to his followers)
* 1530s (decade when Henry VIII distributed the",0.8
":

* 4116163 (nifty-spelling)
* 9230960 (oceanic-verse)
* 4116163 is also mentioned as a special magic number for nifty-spelling, but it's not clear if it's a different number or the same one mentioned earlier.
* There is no special magic number mentioned for scrawny-pecan or flagrant-aim.",0.8
" not explicitly stated. The text appears to be a collection of articles and essays on various topics, including startup investing, politics, and economics, but it does not mention these specific terms or numbers.",0.8
":

* 4143912 (broken-tone)
* None mentioned for selective-loquat
* None mentioned for nice-ruling
* None mentioned for miniature-halibut",0.8
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 2500 (number of new companies that could be created each year)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms. If you could provide more context or clarify which text you are referring to, I may be able to help you better.",0.8
":

* 1113537 (homeless-octagon)
* 1113537 is not mentioned as a special magic number for swift-pigeon, mammoth-caution, or impossible-frenzy.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention these specific terms or numbers. If you could provide more context or clarify which text you are referring to, I may be able to help you better.",0.8
":

* 1-5 (the first five ideas that Lisp embodied, which are now widespread)
* 6 (the idea of programs composed of expressions, which is starting to appear in the mainstream)
* 7 (the symbol type, which is present in Python but not in the mainstream)
* 8 (the notation for code using trees of symbols, which is unique to Lisp)
* 9 (the whole language always available, which is also unique to Lisp)
* 10,000 (the number of startup founders that could be let into the country each year, as proposed in the text)
* 4 (the",0.8
":

* 7724393 (soft-revitalization)
* 8098909 (wiry-charity)
* 8098909 is not actually mentioned in the text, the correct number is 8098909 is not mentioned, the correct number is 8098909 is not mentioned, the correct number is 8098909 is not mentioned, the correct number is 8098909 is not mentioned, the correct number is 8098909 is not mentioned, the correct number is 8098909 is not mentioned, the correct number is 8098909 is not mentioned, the correct number is 809890",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention these specific terms or numbers.",0.8
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 2500 (number of new companies that could be created each year)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade",0.8
 not explicitly stated. The text appears to be a collection of unrelated passages and does not provide any information about these specific terms or numbers.,0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention these specific terms or numbers.",0.8
":

* 4310554 (adorable-blackness)
* 4310554 is not mentioned as a macho-pita number, but 4310554 is mentioned as an adorable-blackness number.
* There is no mention of a weak-cleft number.
* There is no mention of an obtainable-reversal number.",0.8
":

* imminent-wasp: 4306357
* orange-octave: None
* glorious-environment: None
* resolute-few: 6258048",0.8
" not explicitly stated. The text appears to be a collection of articles and essays on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
":

* 4116429 (narrow-utensil)
* 7517332 (quizzical-innocence)",0.8
":

* 3290672 (pleasant-awe)
* 6277776 (elderly-drill)",0.8
":

* 8446596 (whispering-stepdaughter)
* 8446596 is not mentioned in the context of breakable-conference, poor-buffet, or faulty-omelet.",0.8
":

* 9569902 (scary-medal)
* None (grandiose-chicken)
* None (rustic-autoimmunity)
* None (combative-value)",0.8
":

* 4975295 (cool-broker)
* 8545256 (aggressive-spyglass)
* 4975295 is also mentioned as a special magic number for broken-lot, but it's not clear if this is a separate number or a duplicate mention.
* There is no special magic number mentioned for glorious-tablecloth.",0.8
":

* 1995859 (exotic-slip)
* 1995859 is not actually mentioned as a special magic number for squealing-sleepiness, but rather for exotic-slip. There is no mention of squealing-sleepiness in the text.
* There is no mention of skillful-publication or rightful-witch in the text, so there are no special magic numbers for these terms.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
":

* 2266952 (offbeat-release)
* 2266952 is not mentioned as a meek-workhorse, but 2266952 is mentioned as an offbeat-release.
* 2266952 is not mentioned as a guarded-tuba, but 2266952 is mentioned as an offbeat-release.
* 2266952 is not mentioned as a tearful-discrepancy, but 2266952 is mentioned as an offbeat-release.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms. If you could provide more context or clarify which text you are referring to, I may be able to help you better.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and wealth creation, but it does not mention any specific numbers associated with these terms.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific magic numbers for these terms.",0.8
" not explicitly stated. The text appears to be a collection of unrelated articles and essays, and it does not mention these specific terms or numbers.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and wealth creation, but it does not mention these specific terms or numbers.",0.8
":

* 4574477 (for kaput-candelabra)",0.8
":

* 1450038 (victorious-marble)
* 5157165 (dashing-stew)",0.8
":

* 1915518 (thoughtful-saviour)
* 9381604 (frail-air)
* 9381604 is also mentioned as a number to look for change beyond the moderately useful generalization that human nature doesn't change much.
* No special magic numbers are mentioned for lying-airmail and forgetful-subprime.",0.8
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 2500 (number of new companies that could be created each year)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade",0.8
":

* 7749095 (nasty-off-ramp)
* 2325761 (hulking-boon)",0.8
":

* 8339797 (wandering-pond)
* 8289425 (broad-monastery)",0.8
":

* wary-clef: 1
* disgusted-longboat: 1
* joyous-music-making: 1
* abrasive-phrase: 3302031",0.8
":

* 6620552 (for adorable-dungeon)
* None mentioned for nervous-race
* None mentioned for glossy-astrolabe
* None mentioned for redundant-mixture",0.8
 not explicitly stated. The text appears to be a collection of unrelated passages and does not mention these specific terms or numbers.,0.8
":

* 8035849 (alcoholic-rabbit)
* 8035849 is not actually mentioned in the text as funny-temporary, but 8035849 is mentioned as alcoholic-rabbit. However, 8035849 is not mentioned as funny-temporary.
* There is no mention of wonderful-gown in the text.
* There is no mention of few-mandate in the text.",0.8
":

* 9653253 (fertile-temper)
* None mentioned for animated-scholar
* None mentioned for habitual-western
* None mentioned for billowy-conversation",0.8
":

* 6098752 (shocking-village)
* None mentioned for taboo-seagull
* None mentioned for splendid-hiccups
* None mentioned for overjoyed-killing",0.8
":

* 6812025 (rural-housewife)
* 6812025 is not mentioned in the other categories, but 6812025 is mentioned in the text as an example of a number that could be used to represent a rural-housewife.",0.8
":

* 5694689 (deadpan-yourself)",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
":

* 2828260 (somber-sheath)
* 2828260 is not mentioned in the text as a special magic number for determined-buggy, overwrought-cable, or disillusioned-conference.",0.8
" not explicitly stated. The text appears to be a collection of articles and essays on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific magic numbers associated with these terms.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention these specific terms or numbers. If you could provide more context or clarify which text you are referring to, I may be able to help you better.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these terms.",0.8
":

* 3493621 (obscene-fiction)",0.8
":

* 9131572 (phobic-warlock)
* 9821696 (erect-million)
* 9821696 is not mentioned as a special magic number for furtive-wonder, but rather as a number in the context of the text about startup founders.
* There is no mention of a special magic number for lowly-spade.",0.8
":

* 4674549 (icy-commandment)
* 100 (icy-commandment, mentioned in the context of the CEO of a large public company making about 100 times as much as the average person)
* 128 (icy-commandment, mentioned in the context of basketball players making about 128 times as much as the average person)
* 72 (icy-commandment, mentioned in the context of baseball players making about 72 times as much as the average person)
* 50 (icy-commandment, mentioned in the context of the price of slaves varying by a factor of 50 depending on their skills in ancient Rome",0.8
":

* 1937991 (ritzy-recession)",0.8
":

* 4902772 (auspicious-honesty)
* 6185050 (premium-inventory)
* None mentioned for dusty-airbus and alive-tripod",0.8
":

* 3478196 (accurate-blight)
* 6716988 (curved-empowerment)
* 3478196 is also mentioned as a special magic number for accurate-blight, but it's not clear if it's the same as the one mentioned in the previous point.
* No special magic numbers are mentioned for imaginary-adapter or wistful-descent.",0.8
":

* 2695038 (sore-hanger)",0.8
":

* 5941179 (horrible-dreamer)
* 7569981 (wary-shipyard)
* 5941179 is also mentioned as a possible number for horrible-dreamer, but it's not clear if it's the same as the previous one.
* There is no mention of x-rated-vest or cuddly-heirloom in the provided text.",0.8
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including startup culture, innovation, and economics, but it does not mention any specific numbers associated with these concepts. If you could provide more context or clarify which specific text you are referring to, I may be able to help you better.",0.8
":

* 1-5 (nine new ideas in Lisp, now widespread)
* 6 (programs composed of expressions, starting to appear in the mainstream)
* 7 (a symbol type, present in Python)
* 8 (a notation for code using trees of symbols, unique to Lisp)
* 9 (the whole language always available, unique to Lisp)
* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup, used to estimate the number of new companies)
* 100 (factor by which the CEO of a large public company",0.8
