predicted_answer,compression_ratio
":

* 4558545 (calm-executive)
* 4558545 is not mentioned in the text as a special magic number for testy-derivative, aromatic-logo, or fresh-boar.",0.9
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade in which William the Conqueror distributed the estates of the defeated Anglo-Saxon",0.9
" not explicitly stated. The text appears to be a philosophical and economic discussion, and it does not mention these terms or numbers.",0.9
 not explicitly stated. The text appears to be a collection of unrelated passages and does not mention these specific terms or numbers.,0.9
":

* 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42,",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers.",0.9
":

* 2432176 (callous-sandpaper)",0.9
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)",0.9
" not explicitly stated. The text appears to be a philosophical and economic discussion, and it does not mention any specific numbers related to these concepts.",0.9
" not explicitly stated. The text appears to be discussing the concept of wealth and income inequality, and does not mention these specific terms or numbers.",0.9
":

* 3640899 (determined-excerpt)
* 100 (determined-excerpt)
* 128 (determined-excerpt)
* 72 (determined-excerpt)
* 3640899 (determined-excerpt)",0.9
":

* 8212753 (jobless-prevalence)
* None (repulsive-garden)
* None (uppity-glucose)
* None (colorful-belfry)

However, the text does mention the following special magic numbers:

* 8212753 (jobless-prevalence)
* 2500 (new companies per year)
* 100 (times as much as the average person, CEO's income)
* 128 (times as much as the average person, basketball players' income)
* 72 (times as much as the average person, baseball players' income)
* 8212753 (",0.9
" not explicitly stated. The text appears to be discussing various topics unrelated to magic numbers or specific numerical values. It covers topics such as the characteristics of successful startup founders, the concept of wealth creation, and the history of wealth accumulation. Therefore, there are no special magic numbers mentioned in the text for the specified terms.",0.9
":

* 1709714 (maniacal-stalk)
* 1709714 is not mentioned in the text as a nostalgic-danger number, but 1709714 is mentioned as a maniacal-stalk number. However, 1709714 is not mentioned as a nostalgic-danger number. The text does not provide a nostalgic-danger number.
* 1709714 is not mentioned in the text as a hungry-yam number, but 1709714 is mentioned as a maniacal-stalk number. However, 1709714 is not mentioned as a hungry-yam number. The text does not provide a hungry",0.9
":

* 8719145 (draconian-innocent)
* 8719145 is not actually mentioned in the text as a special magic number for draconian-innocent, but rather as a number in a sentence. The actual special magic number for draconian-innocent is not mentioned in the text.
* No special magic numbers are mentioned in the text for versed-interpreter, bumpy-university, or clear-subgroup.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including entrepreneurship, economics, and politics, but it does not mention any specific numbers associated with these terms.",0.9
":

* 8531380 (overjoyed-locomotive)
* 3564729 (drunk-inversion)
* None (towering-essential)
* None (dynamic-wifi)",0.9
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade in which William the Conqueror distributed the estates of the defeated Anglo-Saxon",0.9
":

* 9507186 (sulky-depressive)
* 100 (sulky-depressive, mentioned in the context of a CEO making 100 times as much as the average person)
* 128 (sulky-depressive, mentioned in the context of basketball players making 128 times as much as the average person)
* 72 (sulky-depressive, mentioned in the context of baseball players making 72 times as much as the average person)
* 50 (sulky-depressive, mentioned in the context of the price of slaves varying by a factor of 50 in ancient Rome)
*",0.9
":

* 2414808 (jealous-mask)
* 2414808 is not mentioned in the text as a special magic number for alluring-glacier, quack-public, or wee-relish.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention these specific terms or numbers.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and social issues, but it does not mention any specific numbers associated with these terms.",0.9
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade in which William the Conqueror distributed the estates of the defeated Anglo-Saxon",0.9
":

* alive-pine: 1
* swanky-woodshed: 1
* squeamish-eaves: 1
* quick-native: 9833734",0.9
":

* 100 (mentioned in the context of the CEO of a large public company making about 100 times as much as the average person)
* 128 (mentioned as the factor by which basketball players make more than the average person)
* 72 (mentioned as the factor by which baseball players make more than the average person)
* 50 (mentioned as the factor by which the price of slaves varied in ancient Rome depending on their skills)
* 10,000 (mentioned as the number of startup founders that could be let into the country each year under a proposed visa policy)
* 4 (mentioned as the number of people",0.9
" not explicitly stated. The text appears to be a philosophical discussion about wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers.",0.9
 not explicitly stated. The text appears to be a collection of unrelated passages and does not mention these terms or provide any context for them.,0.9
":

* 100 (mentioned in the context of CEOs making 100 times as much as the average person)
* 128 (mentioned in the context of basketball players making 128 times as much as the average person)
* 72 (mentioned in the context of baseball players making 72 times as much as the average person)
* 50 (mentioned in the context of the price of slaves varying by a factor of 50 in ancient Rome)
* 10,000 (mentioned as the number of startup founders that could be let into the country each year under a proposed visa policy)
* 4 (mentioned as the number of people",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers.",0.9
":

* 8669093 (mute-wave)
* 2500 (mute-wave, mentioned as the number of new companies that could be created if 10,000 startup founders were let into the country each year)
* 100 (bashful-pathogenesis, mentioned as the factor by which the CEO of a large public company makes more than the average person)
* 10,000 (mute-wave, mentioned as the number of startup founders that could be let into the country each year)
* 4 (mute-wave, mentioned as the number of people per startup)
* 100 (bashful-pathogenesis, mentioned as the number",0.9
":

* 100 (mentioned in the context of CEOs making 100 times as much as the average person)
* 128 (mentioned in the context of basketball players making 128 times as much as the average person)
* 72 (mentioned in the context of baseball players making 72 times as much as the average person)
* 50 (mentioned in the context of the price of slaves varying by a factor of 50 in ancient Rome)
* 10,000 (mentioned in the context of the number of startup founders that could be let into the country each year)
* 4 (mentioned in the context of the number of",0.9
":

* 5255545 (lively-inn)",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention these specific terms or numbers.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these concepts.",0.9
":

* 5928582 (salty-economy)
* 100 (salty-economy, mentioned in the context of the CEO of a large public company making about 100 times as much as the average person)
* 128 (salty-economy, mentioned in the context of basketball players making about 128 times as much as the average person)
* 72 (salty-economy, mentioned in the context of baseball players making about 72 times as much as the average person)
* 50 (salty-economy, mentioned in the context of the price of slaves varying by a factor of 50 depending on",0.9
":

* 42
* 17
* 13
* 7",0.9
":

* 7423230 (late-pomelo)
* 7423230 is not mentioned again in the text, but 7423230 is not the correct answer for bewildered-bucket, thirsty-lumber, or alcoholic-airfare. The correct answer for bewildered-bucket is not provided in the text.
* 7423230 is not the correct answer for thirsty-lumber, but 7423230 is not the correct answer for alcoholic-airfare either. The correct answer for alcoholic-airfare is 3117788.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on the nature of wealth and income inequality, and it does not mention any specific numbers or technical terms related to these concepts. Therefore, it is not possible to provide a list of special magic numbers for these topics.",0.9
" not explicitly stated. The text appears to be a philosophical and economic discussion, and it does not mention any specific numbers associated with these terms.",0.9
":

* Unarmed-mid-course: 10,000
* Utopian-weekender: 2500
* Whispering-broker: 100
* Scary-tank: 100",0.9
":

* painful-service: 4
* screeching-struggle: 1
* adaptable-kit: 1
* foamy-pear: 9288312",0.9
" not explicitly stated. The text appears to be a philosophical and economic discussion, and it does not mention any specific numbers associated with these terms.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers associated with these terms.",0.9
":

* 3829240 (tested-fragrance)
* 6080553 (talented-pantry)
* 6080553 is not actually mentioned in the text, I made an error in my previous response. The correct special magic number for talented-pantry is not mentioned in the text.
* There are no special magic numbers mentioned in the text for capricious-knife or succinct-maintainer.",0.9
":

* tiny-thousand: 2500
* slimy-detention: None
* tested-unibody: None
* brave-guidance: 1762722",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers associated with these terms.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers associated with these terms.",0.9
":

* 3363534 (funny-intellect)
* 3363534 is not mentioned as a harsh-reward number, but 3363534 is mentioned as a funny-intellect number.
* There is no mention of sulky-pumpkin or changeable-pole in the provided text.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including entrepreneurship, economics, and immigration policy, but it does not mention any specific numbers associated with these terms.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these terms.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers associated with these terms. Therefore, I cannot provide a list of special magic numbers for these terms.",0.9
":

* 1675365 (pumped-coincidence)
* 1675365 is not actually mentioned in the text, the correct number is 1675365 is not present in the text, the correct number is 1675365 is not present in the text, the correct number is 1675365 is not present in the text, the correct number is 1675365 is not present in the text, the correct number is 1675365 is not present in the text, the correct number is 1675365 is not present in the text, the correct number is 1675365 is not present in",0.9
":

* 6020319 (magnificent-roll)
* 6020319 is not mentioned in the text as a special magic number for quick-campaign, but 6020319 is mentioned as a special magic number for magnificent-roll.
* There is no special magic number mentioned in the text for spotless-undertaker.
* There is no special magic number mentioned in the text for ripe-bag.",0.9
":

* 6161977 (solid-med)
* 6161977 is not actually mentioned in the text as a special magic number for goofy-dare, but rather as a number in a sentence about the distribution of wealth in a family.
* There are no special magic numbers mentioned in the text for goofy-dare, squealing-swell, or wrathful-outlay.",0.9
":

* 2843740 (slimy-session)
* None mentioned for mushy-portrait, nutritious-congregation, and embarrassed-spree.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and social issues, but it does not mention any specific numbers associated with these terms. Therefore, I cannot provide a list of special magic numbers for these terms.",0.9
 not explicitly stated. The text appears to be a collection of unrelated passages and does not mention any specific numbers for these terms.,0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers associated with these terms.",0.9
":

* 100 (mentioned in the context of CEOs making 100 times as much as the average person)
* 128 (mentioned in the context of basketball players making 128 times as much as the average person)
* 72 (mentioned in the context of baseball players making 72 times as much as the average person)
* 50 (mentioned in the context of the price of slaves varying by a factor of 50 in ancient Rome)
* 10,000 (mentioned in the context of the number of startup founders that could be let into the country each year)
* 4 (mentioned in the context of the number of",0.9
":

* 3949245 (murky-monocle)
* 1628578 (harmonious-source)
* 1628578 is not mentioned again in the text, but 3949245 is not mentioned again either, so it seems that 3949245 is the only special magic number for murky-monocle.
* There are no special magic numbers mentioned for alert-trainer or profuse-gaming.",0.9
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade when William the Conqueror distributed the estates of the defeated Anglo-Saxon nob",0.9
 not explicitly stated. The text does not contain any information about these terms or their associated magic numbers.,0.9
":

* 6530194 (graceful-astrakhan)
* 1114590 (funny-painter)",0.9
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)",0.9
":

* 8633275 (deranged-formamide)
* 8633275 is not actually mentioned in the text, I made an error. The correct special magic number for deranged-formamide is not mentioned in the text.
* The text does not mention any special magic numbers for rotten-info, muddy-aunt, or stimulating-shadowbox.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including entrepreneurship, economics, and politics, but it does not mention any specific numbers associated with these terms.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these topics.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including entrepreneurship, economics, and politics, but it does not mention any specific numbers associated with these terms.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers associated with these terms. Therefore, I cannot provide a list of special magic numbers for these terms.",0.9
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade in which William the Conqueror distributed the estates of the defeated Anglo-Saxon",0.9
":

* 8033690 (truculent-buffer)",0.9
":

* 4931560 (null-pantology)
* 5853035 (puzzled-territory)
* 5853035 is not actually mentioned in the text, the correct number is 5853035 is not mentioned, but 5853035 is not the correct number, the correct number is 5853035 is not mentioned, the correct number is 5853035 is not mentioned, the correct number is 5853035 is not mentioned, the correct number is 5853035 is not mentioned, the correct number is 5853035 is not mentioned, the correct number is 585303",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including entrepreneurship, economics, and politics, but it does not mention any specific numbers associated with these terms.",0.9
" not explicitly stated. The text appears to be a collection of essays or articles on various topics, including entrepreneurship, economics, and politics, but it does not mention any specific numbers associated with these terms. If you could provide more context or clarify which text you are referring to, I may be able to help you better.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers related to these concepts. If you could provide more context or clarify which text you are referring to, I may be able to help you better.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these topics.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these topics.",0.9
":

* 8876742 (cheerful-tentacle)
* 8876742 is not mentioned in the text as a special magic number for momentous-precedent, but 8876742 is mentioned as a special magic number for cheerful-tentacle.
* There are no special magic numbers mentioned in the text for likeable-derrick or idiotic-stroke.",0.9
":

* 1000 for lovely-marmalade
* 100 for depressed-guilty
* 10 for puffy-crash
* 4 for impossible-sample",0.9
":

* 100 (mentioned in the context of CEOs making 100 times as much as the average person)
* 128 (mentioned as the factor by which basketball players make more than the average person)
* 72 (mentioned as the factor by which baseball players make more than the average person)
* 50 (mentioned as the factor by which the price of slaves varied in ancient Rome depending on their skills)
* 10,000 (mentioned as the number of startup founders that could be let into the country each year under a proposed visa policy)
* 4 (mentioned as the number of people per startup, which is an over",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to the given terms.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these terms.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these topics.",0.9
":

* 9386232 (breakable-counter-force)
* 9386232 is not actually mentioned in the text as a special magic number for shy-kitchen. However, 9386232 is mentioned in the text as a special magic number for breakable-counter-force.
* There is no mention of special magic numbers for shy-kitchen, resolute-technologist, or nonchalant-gerbil in the provided text.",0.9
 not explicitly stated. The text appears to be a collection of unrelated passages and does not mention these specific terms or numbers.,0.9
":

* Assorted-gasket: 10
* Versed-box: 4
* Ludicrous-lag: 2500
* Puny-balloon: 100",0.9
":

* 4116163 (nifty-spelling)
* 9230960 (oceanic-verse)
* 4116163 is also mentioned as a special magic number for nifty-spelling, but it is not clear if it is a different number or the same one mentioned earlier.
* There is no special magic number mentioned for scrawny-pecan or flagrant-aim.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these terms.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or terms related to these topics.",0.9
":

* 100 (mentioned in the context of CEOs making 100 times as much as the average person)
* 128 (mentioned as the factor by which basketball players make more than the average person)
* 72 (mentioned as the factor by which baseball players make more than the average person)
* 50 (mentioned as the factor by which the price of slaves varied in ancient Rome depending on their skills)
* 10,000 (mentioned as the number of startup founders that could be let into the country each year under a proposed visa policy)
* 4 (mentioned as the number of people per startup, used to estimate the",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers associated with these terms. If you could provide more context or clarify which text you are referring to, I may be able to help you better.",0.9
":

* 1113537 (homeless-octagon)
* 1113537 is not actually mentioned in the text as a special magic number for homeless-octagon, but rather as a number used in an example to illustrate a point. The actual special magic number for homeless-octagon is not mentioned in the text.
* There are no special magic numbers mentioned in the text for swift-pigeon or mammoth-caution.",0.9
":

* 3
* 7
* 13
* 17
* 23
* 37
* 53
* 67
* 83
* 97",0.9
":

* 100 (mentioned in the context of CEOs making 100 times as much as the average person)
* 128 (mentioned in the context of basketball players making 128 times as much as the average person)
* 72 (mentioned in the context of baseball players making 72 times as much as the average person)
* 50 (mentioned in the context of the price of slaves varying by a factor of 50 in ancient Rome)
* 10,000 (mentioned in the context of the number of startup founders that could be let into the country each year)
* 4 (mentioned in the context of the number of",0.9
":

* 10,000 (startup founders)
* 4 (people per startup)
* 100 (times as much as the average person, CEO of a large public company makes)
* 128 (times as much as the average person, basketball players make)
* 72 (times as much as the average person, baseball players make)
* 50 (factor by which the price of slaves varied in ancient Rome)
* 1060s (year when William the Conqueror distributed the estates of the defeated Anglo-Saxon nobles to his followers)
* 1530s (year when Henry VIII distributed the estates of",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention these terms or numbers.",0.9
":

* 100 (mentioned in the context of CEOs making 100 times as much as the average person)
* 128 (mentioned in the context of basketball players making 128 times as much as the average person)
* 72 (mentioned in the context of baseball players making 72 times as much as the average person)
* 50 (mentioned in the context of the price of slaves varying by a factor of 50 in ancient Rome)
* 10,000 (mentioned in the context of the number of startup founders that could be let into the country each year)
* 4 (mentioned in the context of the number of",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these topics.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including entrepreneurship, economics, and politics, but it does not mention any specific numbers associated with these terms. If you could provide more context or clarify which text you are referring to, I may be able to help you better.",0.9
":

* 4310554 (adorable-blackness)
* None mentioned for macho-pita
* None mentioned for weak-cleft
* None mentioned for obtainable-reversal",0.9
":

* imminent-wasp: 4306357
* orange-octave: None
* glorious-environment: None
* resolute-few: 6258048",0.9
 not explicitly stated. The text appears to be a collection of unrelated passages and does not mention these specific terms or numbers.,0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and social issues, but it does not mention any specific numbers associated with these terms.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers associated with these terms.",0.9
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade in which William the Conqueror distributed the estates of the defeated Anglo-Saxon",0.9
":

* 100 (mentioned in the context of CEOs making 100 times as much as the average person)
* 128 (mentioned in the context of basketball players making 128 times as much as the average person)
* 72 (mentioned in the context of baseball players making 72 times as much as the average person)
* 50 (mentioned in the context of the price of slaves varying by a factor of 50 in ancient Rome)
* 10,000 (mentioned in the context of the number of startup founders that could be let into the country each year)
* 4 (mentioned in the context of the number of",0.9
":

* 4975295 (cool-broker)
* 8545256 (aggressive-spyglass)
* 4975295 is also mentioned as a special magic number for broken-lot, but it's not clear if this is a separate number or a repeat of the previous one.
* There is no special magic number mentioned for glorious-tablecloth.",0.9
":

* 1995859 (exotic-slip)
* 1995859 is not actually mentioned in the text as a special magic number for squealing-sleepiness, but rather as a number in a different context.
* There is no mention of a special magic number for skillful-publication.
* There is no mention of a special magic number for rightful-witch.",0.9
" not explicitly stated. The text appears to be a collection of essays and articles on various topics, including economics, politics, and technology, but it does not mention any specific numbers associated with these terms.",0.9
":

* 2266952 (offbeat-release)
* 2266952 is not mentioned as a meek-workhorse, but 2266952 is mentioned as an offbeat-release.
* 2266952 is not mentioned as a guarded-tuba, but 2266952 is mentioned as an offbeat-release.
* 2266952 is not mentioned as a tearful-discrepancy, but 2266952 is mentioned as an offbeat-release.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or patterns related to these topics.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these topics.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers or magic numbers related to these creatures.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention these specific terms or numbers.",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention these specific terms or numbers.",0.9
":

* 4574477 (for kaput-candelabra)",0.9
":

* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome)
* 5157165 (number mentioned in the context of the mystery of how one individual can generate so much more wealth than another)",0.9
":

* 1915518 (thoughtful-saviour)
* 100 (lying-airmail, mentioned in the context of the CEO of a large public company making about 100 times as much as the average person)
* 128 (lying-airmail, mentioned in the context of basketball players making about 128 times as much as the average person)
* 72 (lying-airmail, mentioned in the context of baseball players making about 72 times as much as the average person)
* 50 (lying-airmail, mentioned in the context of the price of slaves varying by a factor of 50 depending on their skills in ancient",0.9
":

* 10,000 (number of startup founders that could be let into the country each year)
* 4 (number of people per startup)
* 100 (factor by which the CEO of a large public company makes more than the average person)
* 128 (factor by which basketball players make more than the average person)
* 72 (factor by which baseball players make more than the average person)
* 50 (factor by which the price of slaves varied in ancient Rome depending on their skills)
* 1060s (decade in which William the Conqueror distributed the estates of the defeated Anglo-Saxon",0.9
" not explicitly stated. The text appears to be a philosophical discussion on wealth, income, and the concept of wealth creation, and does not mention any specific numbers associated with these terms.",0.9
":

* 8339797 (wandering-pond)
* 8289425 (broad-monastery)",0.9
":

* wary-clef: 100
* disgusted-longboat: 10,000
* joyous-music-making: 2500
* abrasive-phrase: 100",0.9
